chrom1	start1	end1	chrom2	start2	end2	loop_id	source_loop_id	control_count	experimental_count
chr3R	17987247	17989247	chr3R	31683247	31685247	L20_random_114	L20	0	0
chr3R	10540188	10542188	chr3R	24236188	24238188	L20_random_115	L20	0	0
chr3R	1508394	1510394	chr3R	15204394	15206394	L20_random_116	L20	0	0
chr3R	3680320	3682320	chr3R	17376320	17378320	L20_random_117	L20	0	0
chr3R	7867864	7869864	chr3R	21563864	21565864	L20_random_118	L20	0	0
chr3R	2388542	2390542	chr3R	16084542	16086542	L20_random_119	L20	0	0
chr3R	14260852	14262852	chr3R	27956852	27958852	L20_random_120	L20	0	0
chr3R	5106884	5108884	chr3R	18802884	18804884	L20_random_121	L20	0	0
chr3R	7717237	7719237	chr3R	21413237	21415237	L20_random_122	L20	0	0
chr3R	3391754	3393754	chr3R	17087754	17089754	L20_random_123	L20	0	0
chr3R	4972162	4974162	chr3R	18668162	18670162	L20_random_124	L20	0	0
chr3R	18325851	18327851	chr3R	32021851	32023851	L20_random_125	L20	0	0
chr3R	15386145	15388145	chr3R	29082145	29084145	L20_random_126	L20	0	1
chr3R	18369747	18371747	chr3R	32065747	32067747	L20_random_127	L20	0	0
chr3R	16767899	16769899	chr3R	30463899	30465899	L20_random_128	L20	0	0
chr3R	139095	141095	chr3R	13835095	13837095	L20_random_129	L20	0	0
chr3R	16820403	16822403	chr3R	30516403	30518403	L20_random_130	L20	1	0
chr3R	1044283	1046283	chr3R	14740283	14742283	L20_random_131	L20	0	0
chr3R	13224221	13226221	chr3R	26920221	26922221	L20_random_132	L20	0	0
chr3R	3869025	3871025	chr3R	17565025	17567025	L20_random_133	L20	0	0
chr3R	12922208	12924208	chr3R	26618208	26620208	L20_random_134	L20	0	0
chr3R	7963713	7965713	chr3R	21659713	21661713	L20_random_135	L20	1	0
chr3R	2497459	2499459	chr3R	16193459	16195459	L20_random_136	L20	0	0
chr3R	9351228	9353228	chr3R	23047228	23049228	L20_random_137	L20	0	0
chr3R	8826992	8828992	chr3R	22522992	22524992	L20_random_138	L20	1	0
chr3R	9907989	9909989	chr3R	23603989	23605989	L20_random_139	L20	0	0
chr3R	7697797	7699797	chr3R	21393797	21395797	L20_random_140	L20	0	0
chr3R	14778046	14780046	chr3R	28474046	28476046	L20_random_141	L20	0	0
chr3R	2078786	2080786	chr3R	15774786	15776786	L20_random_142	L20	0	0
chr3R	3059802	3061802	chr3R	16755802	16757802	L20_random_143	L20	0	0
chr3R	18277971	18279971	chr3R	31973971	31975971	L20_random_144	L20	0	0
chr3R	1426435	1428435	chr3R	15122435	15124435	L20_random_145	L20	0	0
chr3R	5222458	5224458	chr3R	18918458	18920458	L20_random_146	L20	0	0
chr3R	10685163	10687163	chr3R	24381163	24383163	L20_random_147	L20	0	0
chr3R	17617973	17619973	chr3R	31313973	31315973	L20_random_148	L20	0	0
chr3R	1966796	1968796	chr3R	15662796	15664796	L20_random_149	L20	0	0
chr3R	15060746	15062746	chr3R	28756746	28758746	L20_random_150	L20	0	0
chr3R	11497247	11499247	chr3R	25193247	25195247	L20_random_151	L20	0	0
chr3R	9128327	9130327	chr3R	22824327	22826327	L20_random_152	L20	0	0
chr3R	9580662	9582662	chr3R	23276662	23278662	L20_random_153	L20	1	0
chr3R	17155860	17157860	chr3R	30851860	30853860	L20_random_154	L20	0	0
chr3R	6479250	6481250	chr3R	20175250	20177250	L20_random_155	L20	1	0
chr3R	14636135	14638135	chr3R	28332135	28334135	L20_random_156	L20	0	0
chr3R	7276338	7278338	chr3R	20972338	20974338	L20_random_157	L20	0	0
chr3R	5948429	5950429	chr3R	19644429	19646429	L20_random_158	L20	0	0
chr3R	9577930	9579930	chr3R	23273930	23275930	L20_random_159	L20	0	0
chr3R	7020651	7022651	chr3R	20716651	20718651	L20_random_160	L20	0	0
chr3R	7826890	7828890	chr3R	21522890	21524890	L20_random_161	L20	0	0
chr3R	9374684	9376684	chr3R	23070684	23072684	L20_random_162	L20	0	0
chr3R	13798992	13800992	chr3R	27494992	27496992	L20_random_163	L20	0	0
chr3R	14969571	14971571	chr3R	28665571	28667571	L20_random_164	L20	0	0
chr3R	12638560	12640560	chr3R	26334560	26336560	L20_random_165	L20	0	0
chr3R	12671370	12673370	chr3R	26367370	26369370	L20_random_166	L20	0	0
chr3R	14652521	14654521	chr3R	28348521	28350521	L20_random_167	L20	0	0
chr3R	9197026	9199026	chr3R	22893026	22895026	L20_random_168	L20	0	0
chr3R	9097043	9099043	chr3R	22793043	22795043	L20_random_169	L20	0	0
chr3R	1093983	1095983	chr3R	14789983	14791983	L20_random_170	L20	0	0
chr3R	5756041	5758041	chr3R	19452041	19454041	L20_random_171	L20	0	0
chr3R	17250455	17252455	chr3R	30946455	30948455	L20_random_172	L20	0	0
chr3R	5333037	5335037	chr3R	19029037	19031037	L20_random_173	L20	0	0
chr3R	46959	48959	chr3R	13742959	13744959	L20_random_174	L20	0	0
chr3R	9345176	9347176	chr3R	23041176	23043176	L20_random_175	L20	0	0
chr3R	918673	920673	chr3R	14614673	14616673	L20_random_176	L20	0	0
chr3R	11978825	11980825	chr3R	25674825	25676825	L20_random_177	L20	0	0
chr3R	996311	998311	chr3R	14692311	14694311	L20_random_178	L20	0	0
chr3R	2743069	2745069	chr3R	16439069	16441069	L20_random_179	L20	0	0
chr3R	11961561	11963561	chr3R	25657561	25659561	L20_random_180	L20	0	0
chr3R	7611213	7613213	chr3R	21307213	21309213	L20_random_181	L20	0	0
chr3R	5819049	5821049	chr3R	19515049	19517049	L20_random_182	L20	0	0
chr3R	2480193	2482193	chr3R	16176193	16178193	L20_random_183	L20	0	0
chr3R	16811256	16813256	chr3R	30507256	30509256	L20_random_184	L20	0	0
chr3R	10656229	10658229	chr3R	24352229	24354229	L20_random_185	L20	0	0
chr3R	15333398	15335398	chr3R	29029398	29031398	L20_random_186	L20	1	1
chr3R	4604023	4606023	chr3R	18300023	18302023	L20_random_187	L20	0	0
chr3R	10022682	10024682	chr3R	23718682	23720682	L20_random_188	L20	0	0
chr3R	18297548	18299548	chr3R	31993548	31995548	L20_random_189	L20	0	0
chr3R	10870581	10872581	chr3R	24566581	24568581	L20_random_190	L20	0	0
chr3R	10209253	10211253	chr3R	23905253	23907253	L20_random_191	L20	0	0
chr3R	9754505	9756505	chr3R	23450505	23452505	L20_random_192	L20	0	0
chr3R	4437917	4439917	chr3R	18133917	18135917	L20_random_193	L20	0	0
chr3R	1828126	1830126	chr3R	15524126	15526126	L20_random_194	L20	0	0
chr3R	17644701	17646701	chr3R	31340701	31342701	L20_random_195	L20	0	0
chr3R	7981241	7983241	chr3R	21677241	21679241	L20_random_196	L20	0	0
chr3R	17259568	17261568	chr3R	30955568	30957568	L20_random_197	L20	0	0
chr3R	2147064	2149064	chr3R	15843064	15845064	L20_random_198	L20	0	0
chr3R	4262518	4264518	chr3R	17958518	17960518	L20_random_199	L20	0	0
chr3R	4832390	4834390	chr3R	18528390	18530390	L20_random_200	L20	0	0
chr3R	11827513	11829513	chr3R	25523513	25525513	L20_random_201	L20	0	0
chr3R	6035543	6037543	chr3R	19731543	19733543	L20_random_202	L20	0	0
chr3R	13720099	13722099	chr3R	27416099	27418099	L20_random_203	L20	0	0
chr3R	14217926	14219926	chr3R	27913926	27915926	L20_random_204	L20	0	0
chr3R	77520	79520	chr3R	13773520	13775520	L20_random_205	L20	0	0
chr3R	2752828	2754828	chr3R	16448828	16450828	L20_random_206	L20	0	0
chr3R	14632086	14634086	chr3R	28328086	28330086	L20_random_207	L20	0	0
chr3R	10752988	10754988	chr3R	24448988	24450988	L20_random_208	L20	0	0
chr3R	4900168	4902168	chr3R	18596168	18598168	L20_random_209	L20	0	0
chr3R	10889676	10891676	chr3R	24585676	24587676	L20_random_210	L20	0	0
chr3R	9469376	9471376	chr3R	23165376	23167376	L20_random_211	L20	0	0
chr3R	9021838	9023838	chr3R	22717838	22719838	L20_random_212	L20	0	1
chr3R	14546229	14548229	chr3R	28242229	28244229	L20_random_213	L20	0	0
chr3R	13660398	13662398	chr3R	27356398	27358398	L20_random_214	L20	0	0
chr3R	7867627	7869627	chr3R	21563627	21565627	L20_random_215	L20	0	0
chr3R	9497661	9499661	chr3R	23193661	23195661	L20_random_216	L20	0	0
chr3R	2668729	2670729	chr3R	16364729	16366729	L20_random_217	L20	0	0
chr3R	12222975	12224975	chr3R	25918975	25920975	L20_random_218	L20	0	0
chr3R	12511510	12513510	chr3R	26207510	26209510	L20_random_219	L20	0	0
chr3R	9767468	9769468	chr3R	23463468	23465468	L20_random_220	L20	0	1
chr3R	8936637	8938637	chr3R	22632637	22634637	L20_random_221	L20	1	0
chr3R	2902020	2904020	chr3R	16598020	16600020	L20_random_222	L20	0	0
chr3R	9986876	9988876	chr3R	23682876	23684876	L20_random_223	L20	2	0
chr3R	3704492	3706492	chr3R	17400492	17402492	L20_random_224	L20	0	0
chr3R	9784474	9786474	chr3R	23480474	23482474	L20_random_225	L20	0	0
chr3R	6012403	6014403	chr3R	19708403	19710403	L20_random_226	L20	0	0
chr3R	10154742	10156742	chr3R	23850742	23852742	L20_random_227	L20	0	0
chr3R	13587485	13589485	chr3R	27283485	27285485	L20_random_228	L20	0	0
chr3R	7484000	7486000	chr3R	21180000	21182000	L20_random_229	L20	0	0
chr3R	8058530	8060530	chr3R	21754530	21756530	L20_random_230	L20	0	0
chr3R	7864109	7866109	chr3R	21560109	21562109	L20_random_231	L20	0	0
chr3R	16836926	16838926	chr3R	30532926	30534926	L20_random_232	L20	0	0
chr3R	17950519	17952519	chr3R	31646519	31648519	L20_random_233	L20	1	1
chr3R	7294740	7296740	chr3R	20990740	20992740	L20_random_234	L20	0	1
chr3R	18105137	18107137	chr3R	31801137	31803137	L20_random_235	L20	0	0
chr3R	1259661	1261661	chr3R	14955661	14957661	L20_random_236	L20	0	0
chr3R	13778641	13780641	chr3R	27474641	27476641	L20_random_237	L20	0	0
chr3R	2619446	2621446	chr3R	16315446	16317446	L20_random_238	L20	0	0
chr3R	2197418	2199418	chr3R	15893418	15895418	L20_random_239	L20	0	0
chr3R	3379272	3381272	chr3R	17075272	17077272	L20_random_240	L20	0	0
chr3R	2623158	2625158	chr3R	16319158	16321158	L20_random_241	L20	0	0
chr3R	4457898	4459898	chr3R	18153898	18155898	L20_random_242	L20	0	0
chr3R	15783200	15785200	chr3R	29479200	29481200	L20_random_243	L20	0	0
chr3R	5709403	5711403	chr3R	19405403	19407403	L20_random_244	L20	0	0
chr3R	5408774	5410774	chr3R	19104774	19106774	L20_random_245	L20	0	0
chr3R	8352256	8354256	chr3R	22048256	22050256	L20_random_246	L20	0	0
chr3R	5577724	5579724	chr3R	19273724	19275724	L20_random_247	L20	0	0
chr3R	17314665	17316665	chr3R	31010665	31012665	L20_random_248	L20	0	2
chr3R	8330042	8332042	chr3R	22026042	22028042	L20_random_249	L20	0	0
chr3R	17379538	17381538	chr3R	31075538	31077538	L20_random_250	L20	0	0
chr3R	11968780	11970780	chr3R	25664780	25666780	L20_random_251	L20	0	0
chr3R	17105963	17107963	chr3R	30801963	30803963	L20_random_252	L20	0	0
chr3R	5149099	5151099	chr3R	18845099	18847099	L20_random_253	L20	0	0
chr3R	7535165	7537165	chr3R	21231165	21233165	L20_random_254	L20	0	1
chr3R	4255400	4257400	chr3R	17951400	17953400	L20_random_255	L20	0	0
chr3R	6020283	6022283	chr3R	19716283	19718283	L20_random_256	L20	0	0
chr3R	1116380	1118380	chr3R	14812380	14814380	L20_random_257	L20	0	0
chr3R	15313260	15315260	chr3R	29009260	29011260	L20_random_258	L20	0	0
chr3R	7011344	7013344	chr3R	20707344	20709344	L20_random_259	L20	0	0
chr3R	8522761	8524761	chr3R	22218761	22220761	L20_random_260	L20	1	0
chr3R	207073	209073	chr3R	13903073	13905073	L20_random_261	L20	0	0
chr3R	15500529	15502529	chr3R	29196529	29198529	L20_random_262	L20	0	0
chr3R	17020625	17022625	chr3R	30716625	30718625	L20_random_263	L20	0	0
chr3R	5720681	5722681	chr3R	19416681	19418681	L20_random_264	L20	0	0
chr3R	15364597	15366597	chr3R	29060597	29062597	L20_random_265	L20	0	0
chr3R	6006373	6008373	chr3R	19702373	19704373	L20_random_266	L20	0	0
chr3R	5336919	5338919	chr3R	19032919	19034919	L20_random_267	L20	0	0
chr3R	7675038	7677038	chr3R	21371038	21373038	L20_random_268	L20	0	0
chr3R	17928875	17930875	chr3R	31624875	31626875	L20_random_269	L20	0	0
chr3R	6719201	6721201	chr3R	20415201	20417201	L20_random_270	L20	0	0
chr3R	2984753	2986753	chr3R	16680753	16682753	L20_random_271	L20	0	0
chr3R	6442552	6444552	chr3R	20138552	20140552	L20_random_272	L20	0	0
chr3R	12611387	12613387	chr3R	26307387	26309387	L20_random_273	L20	0	0
chr3R	3201031	3203031	chr3R	16897031	16899031	L20_random_274	L20	0	0
chr3R	3821282	3823282	chr3R	17517282	17519282	L20_random_275	L20	0	0
chr3R	4507395	4509395	chr3R	18203395	18205395	L20_random_276	L20	0	0
chr3R	4987067	4989067	chr3R	18683067	18685067	L20_random_277	L20	0	0
chr3R	4149342	4151342	chr3R	17845342	17847342	L20_random_278	L20	0	0
chr3R	17838150	17840150	chr3R	31534150	31536150	L20_random_279	L20	0	0
chr3R	10661206	10663206	chr3R	24357206	24359206	L20_random_280	L20	0	0
chr3R	4792884	4794884	chr3R	18488884	18490884	L20_random_281	L20	0	0
chr3R	6452587	6454587	chr3R	20148587	20150587	L20_random_282	L20	0	0
chr3R	18272381	18274381	chr3R	31968381	31970381	L20_random_283	L20	0	0
chr3R	4423556	4425556	chr3R	18119556	18121556	L20_random_284	L20	0	0
chr3R	10208967	10210967	chr3R	23904967	23906967	L20_random_285	L20	0	0
chr3R	1810558	1812558	chr3R	15506558	15508558	L20_random_286	L20	0	0
chr3R	8875736	8877736	chr3R	22571736	22573736	L20_random_287	L20	0	0
chr3R	2572467	2574467	chr3R	16268467	16270467	L20_random_288	L20	0	0
chr3R	2824552	2826552	chr3R	16520552	16522552	L20_random_289	L20	0	0
chr3R	4178217	4180217	chr3R	17874217	17876217	L20_random_290	L20	0	0
chr3R	17932500	17934500	chr3R	31628500	31630500	L20_random_291	L20	0	0
chr3R	1245481	1247481	chr3R	14941481	14943481	L20_random_292	L20	0	0
chr3R	13926497	13928497	chr3R	27622497	27624497	L20_random_293	L20	0	0
chr3R	2151959	2153959	chr3R	15847959	15849959	L20_random_294	L20	0	0
chr3R	1767149	1769149	chr3R	15463149	15465149	L20_random_295	L20	0	0
chr3R	18035179	18037179	chr3R	31731179	31733179	L20_random_296	L20	0	0
chr3R	15396059	15398059	chr3R	29092059	29094059	L20_random_297	L20	0	0
chr3R	15755555	15757555	chr3R	29451555	29453555	L20_random_298	L20	0	0
chr3R	6169596	6171596	chr3R	19865596	19867596	L20_random_299	L20	0	0
chr3R	1599019	1601019	chr3R	15295019	15297019	L20_random_300	L20	0	0
chr3R	2768098	2770098	chr3R	16464098	16466098	L20_random_301	L20	0	0
chr3R	13205951	13207951	chr3R	26901951	26903951	L20_random_302	L20	0	0
chr3R	4009358	4011358	chr3R	17705358	17707358	L20_random_303	L20	0	0
chr3R	13328451	13330451	chr3R	27024451	27026451	L20_random_304	L20	0	0
chr3R	18331887	18333887	chr3R	32027887	32029887	L20_random_305	L20	0	0
chr3R	3668344	3670344	chr3R	17364344	17366344	L20_random_306	L20	0	0
chr3R	599750	601750	chr3R	14295750	14297750	L20_random_307	L20	0	0
chr3R	372939	374939	chr3R	14068939	14070939	L20_random_308	L20	0	0
chr3R	9036784	9038784	chr3R	22732784	22734784	L20_random_309	L20	0	0
chr3R	16381888	16383888	chr3R	30077888	30079888	L20_random_310	L20	0	0
chr3R	7775229	7777229	chr3R	21471229	21473229	L20_random_311	L20	0	0
chr3R	11528434	11530434	chr3R	25224434	25226434	L20_random_312	L20	0	0
chr3R	9878411	9880411	chr3R	23574411	23576411	L20_random_313	L20	0	0
chr3R	6641493	6643493	chr3R	20337493	20339493	L20_random_314	L20	0	0
chr3R	7134320	7136320	chr3R	20830320	20832320	L20_random_315	L20	0	0
chr3R	811272	813272	chr3R	14507272	14509272	L20_random_316	L20	0	0
chr3R	3691037	3693037	chr3R	17387037	17389037	L20_random_317	L20	0	0
chr3R	9400509	9402509	chr3R	23096509	23098509	L20_random_318	L20	0	0
chr3R	11215466	11217466	chr3R	24911466	24913466	L20_random_319	L20	1	0
chr3R	7674675	7676675	chr3R	21370675	21372675	L20_random_320	L20	0	0
chr3R	13738973	13740973	chr3R	27434973	27436973	L20_random_321	L20	0	0
chr3R	11781724	11783724	chr3R	25477724	25479724	L20_random_322	L20	0	0
chr3R	4694302	4696302	chr3R	18390302	18392302	L20_random_323	L20	0	0
chr3R	7112857	7114857	chr3R	20808857	20810857	L20_random_324	L20	1	0
chr3R	3550776	3552776	chr3R	17246776	17248776	L20_random_325	L20	0	0
chr3R	16679215	16681215	chr3R	30375215	30377215	L20_random_326	L20	0	1
chr3R	14662038	14664038	chr3R	28358038	28360038	L20_random_327	L20	0	0
chr3R	14498571	14500571	chr3R	28194571	28196571	L20_random_328	L20	0	0
chr3R	4005430	4007430	chr3R	17701430	17703430	L20_random_329	L20	0	0
chr3R	3155274	3157274	chr3R	16851274	16853274	L20_random_330	L20	0	0
chr3R	10580452	10582452	chr3R	24276452	24278452	L20_random_331	L20	0	0
chr3R	3795956	3797956	chr3R	17491956	17493956	L20_random_332	L20	1	0
chr3R	7526148	7528148	chr3R	21222148	21224148	L20_random_333	L20	0	0
chr3R	11369480	11371480	chr3R	25065480	25067480	L20_random_334	L20	1	0
chr3R	8564319	8566319	chr3R	22260319	22262319	L20_random_335	L20	0	0
chr3R	17837707	17839707	chr3R	31533707	31535707	L20_random_336	L20	0	0
chr3R	8000159	8002159	chr3R	21696159	21698159	L20_random_337	L20	0	0
chr3R	1055262	1057262	chr3R	14751262	14753262	L20_random_338	L20	0	0
chr3R	14795120	14797120	chr3R	28491120	28493120	L20_random_339	L20	0	0
chr3R	8744240	8746240	chr3R	22440240	22442240	L20_random_340	L20	0	0
chr3R	17138523	17140523	chr3R	30834523	30836523	L20_random_341	L20	1	0
chr3R	8911775	8913775	chr3R	22607775	22609775	L20_random_342	L20	0	0
chr3R	2824645	2826645	chr3R	16520645	16522645	L20_random_343	L20	0	0
chr3R	1499174	1501174	chr3R	15195174	15197174	L20_random_344	L20	0	0
chr3R	15761456	15763456	chr3R	29457456	29459456	L20_random_345	L20	0	0
chr3R	5685567	5687567	chr3R	19381567	19383567	L20_random_346	L20	0	0
chr3R	3832618	3834618	chr3R	17528618	17530618	L20_random_347	L20	0	0
chr3R	3088482	3090482	chr3R	16784482	16786482	L20_random_348	L20	0	0
chr3R	9150233	9152233	chr3R	22846233	22848233	L20_random_349	L20	0	0
chr3R	9692268	9694268	chr3R	23388268	23390268	L20_random_350	L20	0	0
chr3R	2014779	2016779	chr3R	15710779	15712779	L20_random_351	L20	0	0
chr3R	14065718	14067718	chr3R	27761718	27763718	L20_random_352	L20	0	0
chr3R	4616681	4618681	chr3R	18312681	18314681	L20_random_353	L20	0	0
chr3R	14508980	14510980	chr3R	28204980	28206980	L20_random_354	L20	0	0
chr3R	17824791	17826791	chr3R	31520791	31522791	L20_random_355	L20	0	0
chr3R	4326273	4328273	chr3R	18022273	18024273	L20_random_356	L20	0	0
chr3R	17918275	17920275	chr3R	31614275	31616275	L20_random_357	L20	0	0
chr3R	8252536	8254536	chr3R	21948536	21950536	L20_random_358	L20	0	0
chr3R	13075003	13077003	chr3R	26771003	26773003	L20_random_359	L20	0	0
chr3R	11639469	11641469	chr3R	25335469	25337469	L20_random_360	L20	0	0
chr3R	6653485	6655485	chr3R	20349485	20351485	L20_random_361	L20	0	0
chr3R	2132941	2134941	chr3R	15828941	15830941	L20_random_362	L20	0	0
chr3R	9990126	9992126	chr3R	23686126	23688126	L20_random_363	L20	0	0
chr3R	11247920	11249920	chr3R	24943920	24945920	L20_random_364	L20	0	0
chr3R	8990955	8992955	chr3R	22686955	22688955	L20_random_365	L20	0	0
chr3R	10644360	10646360	chr3R	24340360	24342360	L20_random_366	L20	0	0
chr3R	5650735	5652735	chr3R	19346735	19348735	L20_random_367	L20	0	0
chr3R	2839391	2841391	chr3R	16535391	16537391	L20_random_368	L20	0	0
chr3R	10021139	10023139	chr3R	23717139	23719139	L20_random_369	L20	0	0
chr3R	11419197	11421197	chr3R	25115197	25117197	L20_random_370	L20	0	1
chr3R	5850451	5852451	chr3R	19546451	19548451	L20_random_371	L20	1	0
chr3R	742409	744409	chr3R	14438409	14440409	L20_random_372	L20	0	0
chr3R	5638743	5640743	chr3R	19334743	19336743	L20_random_373	L20	0	0
chr3R	8224213	8226213	chr3R	21920213	21922213	L20_random_374	L20	0	0
chr3R	3726560	3728560	chr3R	17422560	17424560	L20_random_375	L20	0	0
chr3R	12170760	12172760	chr3R	25866760	25868760	L20_random_376	L20	0	0
chr3R	6734274	6736274	chr3R	20430274	20432274	L20_random_377	L20	0	0
chr3R	5096615	5098615	chr3R	18792615	18794615	L20_random_378	L20	0	0
chr3R	3170873	3172873	chr3R	16866873	16868873	L20_random_379	L20	0	0
chr3R	14026736	14028736	chr3R	27722736	27724736	L20_random_380	L20	0	0
chr3R	9696860	9698860	chr3R	23392860	23394860	L20_random_381	L20	0	0
chr3R	9967506	9969506	chr3R	23663506	23665506	L20_random_382	L20	0	1
chr3R	14352610	14354610	chr3R	28048610	28050610	L20_random_383	L20	0	0
chr3R	11881430	11883430	chr3R	25577430	25579430	L20_random_384	L20	0	0
chr3R	1410285	1412285	chr3R	15106285	15108285	L20_random_385	L20	0	0
chr3R	9229616	9231616	chr3R	22925616	22927616	L20_random_386	L20	0	0
chr3R	5439975	5441975	chr3R	19135975	19137975	L20_random_387	L20	0	0
chr3R	6154725	6156725	chr3R	19850725	19852725	L20_random_388	L20	0	0
chr3R	10513953	10515953	chr3R	24209953	24211953	L20_random_389	L20	0	0
chr3R	12739175	12741175	chr3R	26435175	26437175	L20_random_390	L20	1	2
chr3R	16531101	16533101	chr3R	30227101	30229101	L20_random_391	L20	0	0
chr3R	2943439	2945439	chr3R	16639439	16641439	L20_random_392	L20	0	0
chr3R	1429907	1431907	chr3R	15125907	15127907	L20_random_393	L20	0	0
chr3R	6244190	6246190	chr3R	19940190	19942190	L20_random_394	L20	0	0
chr3R	5901482	5903482	chr3R	19597482	19599482	L20_random_395	L20	0	0
chr3R	4948801	4950801	chr3R	18644801	18646801	L20_random_396	L20	0	0
chr3R	11352793	11354793	chr3R	25048793	25050793	L20_random_397	L20	0	0
chr3R	3549457	3551457	chr3R	17245457	17247457	L20_random_398	L20	0	0
chr3R	16378822	16380822	chr3R	30074822	30076822	L20_random_399	L20	0	0
chr3R	5334700	5336700	chr3R	19030700	19032700	L20_random_400	L20	0	0
chr3R	9446824	9448824	chr3R	23142824	23144824	L20_random_401	L20	0	1
chr3R	6498912	6500912	chr3R	20194912	20196912	L20_random_402	L20	0	0
chr3R	3286865	3288865	chr3R	16982865	16984865	L20_random_403	L20	0	0
chr3R	7944823	7946823	chr3R	21640823	21642823	L20_random_404	L20	0	0
chr3R	13034328	13036328	chr3R	26730328	26732328	L20_random_405	L20	0	0
chr3R	10284688	10286688	chr3R	23980688	23982688	L20_random_406	L20	0	0
chr3R	12174117	12176117	chr3R	25870117	25872117	L20_random_407	L20	1	1
chr3R	16532835	16534835	chr3R	30228835	30230835	L20_random_408	L20	0	0
chr3R	3078859	3080859	chr3R	16774859	16776859	L20_random_409	L20	0	0
chr3R	10840298	10842298	chr3R	24536298	24538298	L20_random_410	L20	0	0
chr3R	3660784	3662784	chr3R	17356784	17358784	L20_random_411	L20	0	0
chr3R	5536393	5538393	chr3R	19232393	19234393	L20_random_412	L20	0	0
chr3R	8248180	8250180	chr3R	21944180	21946180	L20_random_413	L20	0	0
chr3R	7375307	7377307	chr3R	21071307	21073307	L20_random_414	L20	0	0
chr3R	2247734	2249734	chr3R	15943734	15945734	L20_random_415	L20	0	0
chr3R	6007121	6009121	chr3R	19703121	19705121	L20_random_416	L20	0	0
chr3R	10928562	10930562	chr3R	24624562	24626562	L20_random_417	L20	0	0
chr3R	5564316	5566316	chr3R	19260316	19262316	L20_random_418	L20	0	0
chr3R	3682219	3684219	chr3R	17378219	17380219	L20_random_419	L20	0	0
chr3R	11609755	11611755	chr3R	25305755	25307755	L20_random_420	L20	0	0
chr3R	15214995	15216995	chr3R	28910995	28912995	L20_random_421	L20	1	1
chr3R	14046648	14048648	chr3R	27742648	27744648	L20_random_422	L20	0	0
chr3R	12877545	12879545	chr3R	26573545	26575545	L20_random_423	L20	0	0
chr3R	16924085	16926085	chr3R	30620085	30622085	L20_random_424	L20	0	0
chr3R	10144986	10146986	chr3R	23840986	23842986	L20_random_425	L20	0	0
chr3R	5600356	5602356	chr3R	19296356	19298356	L20_random_426	L20	0	0
chr3R	4709923	4711923	chr3R	18405923	18407923	L20_random_427	L20	0	0
chr3R	6712359	6714359	chr3R	20408359	20410359	L20_random_428	L20	0	0
chr3R	6106302	6108302	chr3R	19802302	19804302	L20_random_429	L20	0	1
chr3R	8524044	8526044	chr3R	22220044	22222044	L20_random_430	L20	0	0
chr3R	9651680	9653680	chr3R	23347680	23349680	L20_random_431	L20	0	1
chr3R	727884	729884	chr3R	14423884	14425884	L20_random_432	L20	0	0
chr3R	12575229	12577229	chr3R	26271229	26273229	L20_random_433	L20	0	0
chr3R	17736246	17738246	chr3R	31432246	31434246	L20_random_434	L20	0	0
chr3R	7628943	7630943	chr3R	21324943	21326943	L20_random_435	L20	0	0
chr3R	7284758	7286758	chr3R	20980758	20982758	L20_random_436	L20	0	0
chr3R	14462272	14464272	chr3R	28158272	28160272	L20_random_437	L20	1	1
chr3R	17678707	17680707	chr3R	31374707	31376707	L20_random_438	L20	0	0
chr3R	6437079	6439079	chr3R	20133079	20135079	L20_random_439	L20	0	0
chr3R	10090418	10092418	chr3R	23786418	23788418	L20_random_440	L20	1	0
chr3R	11445312	11447312	chr3R	25141312	25143312	L20_random_441	L20	0	0
chr3R	11446865	11448865	chr3R	25142865	25144865	L20_random_442	L20	0	0
chr3R	5776249	5778249	chr3R	19472249	19474249	L20_random_443	L20	0	0
chr3R	11882251	11884251	chr3R	25578251	25580251	L20_random_444	L20	0	0
chr3R	7820976	7822976	chr3R	21516976	21518976	L20_random_445	L20	0	0
chr3R	13264141	13266141	chr3R	26960141	26962141	L20_random_446	L20	1	0
chr3R	15075650	15077650	chr3R	28771650	28773650	L20_random_447	L20	0	0
chr3R	13253050	13255050	chr3R	26949050	26951050	L20_random_448	L20	0	1
chr3R	12221402	12223402	chr3R	25917402	25919402	L20_random_449	L20	0	0
chr3R	9727771	9729771	chr3R	23423771	23425771	L20_random_450	L20	1	0
chr3R	3795798	3797798	chr3R	17491798	17493798	L20_random_451	L20	1	0
chr3R	16164949	16166949	chr3R	29860949	29862949	L20_random_452	L20	0	0
chr3R	7614082	7616082	chr3R	21310082	21312082	L20_random_453	L20	0	0
chr3R	16625108	16627108	chr3R	30321108	30323108	L20_random_454	L20	0	0
chr3R	14720762	14722762	chr3R	28416762	28418762	L20_random_455	L20	0	0
chr3R	13604245	13606245	chr3R	27300245	27302245	L20_random_456	L20	0	0
chr3R	7135050	7137050	chr3R	20831050	20833050	L20_random_457	L20	0	0
chr3R	15776320	15778320	chr3R	29472320	29474320	L20_random_458	L20	0	0
chr3R	5152835	5154835	chr3R	18848835	18850835	L20_random_459	L20	0	0
chr3R	9157311	9159311	chr3R	22853311	22855311	L20_random_460	L20	0	0
chr3R	10654746	10656746	chr3R	24350746	24352746	L20_random_461	L20	0	0
chr3R	7271214	7273214	chr3R	20967214	20969214	L20_random_462	L20	0	0
